Point in Time [s],Response Time [s]
0.001604492731985893,0.001604492731985893
0.004075123686444447,0.004075123686444447
0.004111920046316199,0.004111920046316199
0.0041363019275671665,0.0041363019275671665
0.0041486089716883355,0.0041486089716883355
0.004164876027488621,0.004164876027488621
0.004172959273069599,0.004172959273069599
0.004187979433103614,0.004187979433103614
0.004198411868957115,0.004198411868957115
0.004229259444888268,0.004229259444888268
0.004240930696103966,0.004240930696103966
0.004263500825869145,0.004263500825869145
0.00427903352910304,0.00427903352910304
0.004312919154664963,0.004312919154664963
0.004331304703883465,0.004331304703883465
0.004351018116390188,0.004351018116390188
0.0043595092995489864,0.0043595092995489864
0.00437189584393378,0.00437189584393378
0.004384486542676311,0.004384486542676311
0.004395092638506636,0.004395092638506636
0.004409314137442198,0.004409314137442198
0.004439915430004421,0.004439915430004421
0.0044547988305193974,0.0044547988305193974
0.004473993988738627,0.004473993988738627
0.004486349348169721,0.004486349348169721
0.004528869049781469,0.004528869049781469
0.004534616280413225,0.004534616280413225
0.0045399208539826305,0.0045399208539826305
0.004562404240047141,0.004562404240047141
0.004863564220485535,0.004863564220485535
0.0048831366016272365,0.0048831366016272365
0.004992222735235316,0.004992222735235316
0.005011235650698729,0.005011235650698729
0.005030937134833648,0.005030937134833648
0.005057803872818428,0.005057803872818428
0.005087563872918453,0.005087563872918453
0.005120113350512002,0.005120113350512002
0.0051306936712944085,0.0051306936712944085
0.005184110065351896,0.005184110065351896
0.005210059869198426,0.005210059869198426
0.005210734858719578,0.005210734858719578
0.005253031084409482,0.005253031084409482
0.005266565965561664,0.005266565965561664
0.005293949700787279,0.005293949700787279
0.005314691180667033,0.005314691180667033
0.005327581885320007,0.005327581885320007
0.005361144495582695,0.005361144495582695
0.005370981242825648,0.005370981242825648
0.005404865631040659,0.005404865631040659
0.00547611008954258,0.00547611008954258
0.005496982859809577,0.005496982859809577
0.005523434474683357,0.005523434474683357
0.005587996702048308,0.005587996702048308
0.005686945394100644,0.005686945394100644
0.005694182007668012,0.005694182007668012
0.005734055900066622,0.005734055900066622
0.005740315124611464,0.005740315124611464
0.0057822791111724345,0.0057822791111724345
