Point in Time [s],Response Time [s]
0.001561387998327263,0.001561387998327263
0.004089526159143724,0.004089526159143724
0.0043404887468583946,0.0043404887468583946
0.004380893136197919,0.004380893136197919
0.0043975778749421515,0.0043975778749421515
0.004426098451542477,0.004426098451542477
0.004490991458812417,0.004490991458812417
0.004534958517795879,0.004534958517795879
0.004588240155459687,0.004588240155459687
0.00467341995500608,0.00467341995500608
0.00468706606168096,0.00468706606168096
0.00471064675724276,0.00471064675724276
0.004721236861544639,0.004721236861544639
0.004743439740457032,0.004743439740457032
0.004763330881468156,0.004763330881468156
0.004785648463677342,0.004785648463677342
0.004839229185782972,0.004839229185782972
0.004847378241220306,0.004847378241220306
0.004869825501956581,0.004869825501956581
0.00487029869864876,0.00487029869864876
0.004872639750864343,0.004872639750864343
0.004969432809714777,0.004969432809714777
0.005009774140056817,0.005009774140056817
0.005017629427969165,0.005017629427969165
0.0050437222053874966,0.0050437222053874966
0.005053522942163707,0.005053522942163707
0.005060399311999546,0.005060399311999546
0.005070216805587963,0.005070216805587963
0.005157067449370074,0.005157067449370074
0.005161288730518768,0.005161288730518768
0.005212895701202663,0.005212895701202663
0.005228410768385463,0.005228410768385463
0.005268651248287455,0.005268651248287455
0.005333100159486629,0.005333100159486629
0.005398729597652865,0.005398729597652865
0.005411679870878454,0.005411679870878454
0.00545735453115912,0.00545735453115912
0.005520027934100666,0.005520027934100666
0.00553031565011913,0.00553031565011913
0.005571717017459821,0.005571717017459821
0.005614477361482986,0.005614477361482986
0.005638108131699371,0.005638108131699371
0.0056607694638793945,0.0056607694638793945
0.005718166438251593,0.005718166438251593
0.0057225960432276965,0.0057225960432276965
0.005783230952642778,0.005783230952642778
0.005848765708388339,0.005848765708388339
0.005879698848338736,0.005879698848338736
0.005896391080195792,0.005896391080195792
0.005991221563029032,0.005991221563029032
0.006073014719457097,0.006073014719457097
0.0060781538305617845,0.0060781538305617845
0.006122041645137715,0.006122041645137715
0.006151836824240602,0.006151836824240602
0.006154298262889902,0.006154298262889902
0.006161189948061889,0.006161189948061889
0.006173100861305972,0.006173100861305972
0.006194570457736751,0.006194570457736751
0.006197540262526484,0.006197540262526484
0.006211084951529476,0.006211084951529476
0.006218516791540661,0.006218516791540661
0.006269935609654759,0.006269935609654759
0.006284768567569962,0.006284768567569962
0.0063081107609466395,0.0063081107609466395
0.006327799313591587,0.006327799313591587
0.00639233878569204,0.00639233878569204
